phrase,image,category
turn tail,14862206987218493640619093285007757132904787966833125195310137046257815908337,Figurative
keep tabs on,60823169373448297504715027640767135109891923214714035866195078271350956698538,Figurative
in someone's pocket,89800220322010001384531284287471894867980095965665404818587806725210697487604,Figurative
out of the box,40974250860218441021216952206564282269072235468023810178508480573123615035469,Figurative+Literal
mutton dressed as lamb,92436577929320206604421310711164684195683820493816468059767391830767344761808,Figurative
catch the sun,49213012742728466882451172054810185165346308930985603609630949356684157551184,Figurative
top dollar,79258761738046185880118649817653123866796368292088795628705239398850919441743,Figurative
throw the book at,98968747879370490403589774770978024526453697314007065250942519586448164279288,Figurative+Literal
kick up your heels,37803820582618232646636914860847956773198459418589656897847251528785734063296,Figurative+Literal
come a cropper,107486010830268872197121450788208460360429508238935619461472120795848502357191,Figurative
tired and emotional,80848138827678307373255677974264586264362798462649529678872743166538756066475,Literal
bite the big one,21089024076046238586541460905867144894204117984787417986429220176639033079606,Figurative
pull strings,62880644090594395846593419769956915579189621595265374263073996419348624032920,Figurative+Literal
take the cake,88363429041414804274645312745984700970278178199398144147171406334702273129622,Figurative
go overboard,30694011519021942248962369419769031234646661826582667514320094569615132511718,Figurative
bright and early,76742954497467745303020797590824151443001722488123376534017942358379955563657,Figurative+Literal
pop the question,113813026021373596363365530852536813131182445385387183506750739816202793515541,Figurative
at a loss for words,17479055344271978403115106979922092081984813895096871946206297649787146475822,Literal
away with the fairies,51058237751167878170133084691292773801966857447118444150002219764472857460642,Figurative
meet someone halfway,35888298651812996412376711062419225808730762578811211760740074238687340198448,Literal
tread water,29854491516273898816445832517293122190965775043086144022523704658077500014368,Figurative+Literal
neck of the woods,34014727962211391521778136636981834522796976571321273434676472697505351861536,Figurative
kill the messenger,98019635417437152972100234588565282963070384745401118492782328663911789838584,Figurative
take the wind out of someone's sails,88157291810644018598333933403024063278105579999831343774530831864547606122863,Partial Literal
tread water,33342371020851576948899327070296553902263185022539065244722060237844067495590,Figurative+Literal
odds and ends,52132851126064700463855632310286666790545778657867665137449963907429575846732,Figurative
white hat,112533693865999366903234058961096083593181088020770724114457895640796156534843,Figurative
kill the messenger,64020465674692611280824399556361585375025867193479593330773031017695968831508,Figurative
peaches and cream,46758394233428438543134564302950001902719039822529596938115230789478364379,Literal
rain cats and dogs,100402474789889461583870190231394682546037979400305712281063121216104374609324,Figurative+Literal
off the hook,8996871752036629626622512038366518952429155277367338838091218393228715150614,Figurative
for the time being,81337298107256435037082651110952665831215945382493130963487494260905933523536,Literal
shrinking violet,61408304540553006081129721957356880317114439380085833053294786841748556887833,Figurative
chew the cud,68997816806170142300875991874453513680615831446146757252045511734151816028844,Figurative
under lock and key,3247641682110636512714410888770248161699395016427572727458933550947899427223,Figurative
hit the ceiling,71895558614507325390222372213416042183046921487719019130060202027184437449683,Figurative
out of the box,77610663018700274220277414553979597337382161852789447798101651863090977105999,Partial Literal
bear in mind,97379711124737077117472268128878713562125368320501106432156421440684638558824,Figurative
cut a rug,67495621745910066361629256916023152210988940171155328906078714429560260452710,Partial Literal
push the envelope,30826981634477206707283081273920427216361572817499869024739923019279867039775,Figurative
on the wagon,6730795535002060681563854740577785442406111732031742218287378634374095392783,Figurative
let sleeping dogs lie,18978937820115502547771994393116757908244413417969503613590153197533751093839,Figurative
six feet under,63277833115702196042462292548166944291804093347090009783220602267440927169874,Figurative
off the shelf,59338052203224508114067466156056775144153440915851603768704503649379185903939,Literal
under a cloud,53328606550951844506852371186989605772078106762693782537541430345673976343849,Literal
hit someone for six,51456111441525348904077499131527909798655834916316749897600104607460848058106,Figurative+Literal
up against it,112998930845343994678513260865848649982557980770608068730619730779563122351931,Figurative+Literal
take the wind out of someone's sails,87566099584652156689456807229728182965344440911246920111690551716029497697050,Figurative
on board,4923849235153835042813386219338463277364048410364656487511310600665033362081,Figurative
throw a curve,74528510233405802163980328445999733891694886023415713932088526442289855198043,Figurative
go to seed,81138032624409557734210099785182899839355586293941754876618837203814419553363,Literal
lay down the law,85970673199199875213169425487336795831109222328262072708571882413800348135600,Figurative
bell the cat,78478998953070627309274141583418577757533804480619109274432731333622021003157,Partial Literal
all the rage,96502238418984911154012128828268109007069960051019327073892203544671514945295,Figurative
foam at the mouth,68326658682513533062080885282120703829100215290158367952980487071200418992668,Figurative+Literal
bow and scrape,91672624504921897271170913299020817349823265916476574060786248311817671239056,Figurative+Literal
chase rainbows,2886104613883867613994241564548019935051263443103663295728461733100185064241,Literal
up to here,115597348940415279864321150232499010271588035060567087198264792016730354166246,Figurative+Literal
put the moves on,59397098936213078437261803718652187567875907713655456676684039802685121525802,Figurative
pick up the tab,29074811439913722329464525037475477974777483233499618049843388082263026224439,Figurative
throw your hat in the ring,84621056003764532696623837650318253271529808385357463647140732112417888724981,Figurative
out of this world,91275388068076907946645752797242675822040063246993770599668537500487986232824,Figurative
place in the sun,26758827336504378213646871949053372330752052916704695615025588287976399548328,Figurative
