phrase,image,category
smoke like a chimney,32472435645898384359981955589732623167462338936546460016651585246154543225240,Figurative+Literal
take to the hills,112871735307403838276878938373336281792064593016801820350308312506698765107614,Figurative
on thin ice,45427465585570745285765058896448857991030904514652145146426539203713319819205,Figurative
take a dive,16205804707846565508955471908014880923604092789680119562164102954227826888836,Random
in the fast lane,76812660804242167137701070871109607023075278926773693412519422395712766935485,Random
kill the messenger,22576142828640702776458477932759026022286082567137098376586296713001956328749,Random
from the horse's mouth,96520147753317997987408249486052314681363310417578067320458571602716038043004,Literal
brass monkey,113097341975989952709664378755145647624939436642378344423101342341191569455943,Figurative
turn tail,52163414980787019724823863724390578838783626254720284570892114920742348552778,Figurative
under fire,69415060381611137156284653806099671825588887810713952656467163736485198279115,Random
on the button,58214820572669344518173992332292076834590349863663578604251457716223248345404,Random
grist to the mill,15674125602057933966848854262708224410778284784273977469676536858028629798721,Figurative
hold your horses,113359952677352522025279471163873992136587552145541463074559604710979882737865,Figurative
mend fences,69835807654473984686147852561851229216269211190731159433796739336883728733540,Figurative
fall short,59545687259945327331778209093162656710240954963126036167971432096750738989492,Figurative+Literal
off the wall,74370225511921039542423068771628121118725614446089733377575723689503747391200,Figurative
go by the board,114860192534338168410189515110511941239069077440618367034537349057432055267850,Figurative
see the elephant,70913232414371011305909547100572939466528172950288517491045252205581873009239,Literal
all wet,72526182724278970424899584722571036603724283252168352317217146191364617377125,Figurative
shrinking violet,21044270072328845709898017738399332059216771581637312163181196635098780419778,Random
set the wheels in motion,87038429514223743461288132643345112212239073764494111913140525790469735889624,Literal
blaze a trail,8245580788846356468170698764854556731006279170930869786656743976112472216371,Random
out of the box,51413156047783829247342530704510071761077982909120409374735887186121672892934,Random
dead in the water,12442741105399708348808700477791135887945326172848504335000275792181970978069,Random
ride roughshod over,11102057739400003175878445394949046689542557770733634552171075442810305102363,Figurative
bright and early,38073232759167197974348535584056315458371448630552803060201880520059007112551,Figurative+Literal
sweep someone off their feet,57926383299976525113110818659060019031023367816354293215740992617504638762705,Random
keep your head above water,61215873015651497396735738734890539798370406195928441093050824358964003263004,Literal
to a T,37060294024999608184341330853887145593855722660821664294720659580459176261377,Random
heads will roll,43099708476812823004185097932257548398336979166324387495053618492491120127767,Partial Literal
ride herd on,97699863303901196922452056986848725000725832873722815028211078427151564499972,Random
hit someone for six,20505862313784004452107658290412284074642994090270805908118795941098528855674,Figurative+Literal
money for jam,72468481856014139507133027027858910855203858506247006792224681986197001505751,Random
down the road,11111662142436152898217577200964156945651641243576880046975623742737449148431,Literal
by the same token,75057173023553592287332359166743207547951699023551200566312126825411711496014,Figurative
queer someone's pitch,6386718426699283160408618994241923389529601200000881852426345763994776901777,Random
away with the fairies,19357392445298314489493136393639481377508362229354313013199830967233981379984,Figurative
run amok,66358908975979630195989545376699700780202488720267462083179889079557875023964,Random
out of sight,65200014397206385460929560632122881980225955512573445115395469022033481847774,Figurative
greasy spoon,61607596412679257637335175437393333715654063176143434340972823321580360357054,Figurative
turn tail,32178045897420352026737416735121534414295287379227534555952763446812931406369,Random
ahead of the game,49677560043394673441958356176954139473123647769633187889312832091650044707647,Random
neck of the woods,34014727962211391521778136636981834522796976571321273434676472697505351861536,Figurative
sing the praises of,53039491001854059140259552486744594852153503308372451894758465188595754948107,Random
from the cradle to the grave,65814526261180228013685887470264226703824811468306079124408361035343058007089,Figurative+Literal
mutton dressed as lamb,34983600014472581370578941062981388914576292249139976078159106862789525768127,Figurative
go by the board,90630797465753333392143074657620972439013713729444734648708177799671759019524,Random
in two shakes,64537917609176089048543177801541515302541225427612862730283147815760443694368,Figurative
sleep rough,48822719408851246161815944410806526109757556706621916864257129611000090317332,Figurative+Literal
catch the sun,4222698831529002734332657378508924603129365127228556499786612507834206812419,Figurative
all over the place,35090836557897744781172871077225743202319585275796669227653879238455091403310,Random
leave no stone unturned,58541280233627983234895026917095744465653290520341642222949785310340570005036,Figurative+Literal
fall by the wayside,973900852692784497545000256381772818217546746008641791972309778413257552511,Figurative
snap someone's head off,107383542229014085611650688982083540461867907792358575601219990387238305625777,Random
on the wagon,86550911974273480145929598394063898227843894448903794126728614973993320179486,Random
catch a cold,113954522168081343546199035312985853720799419247448230076355044780313597943704,Figurative
take someone to the cleaners,71266597579759152377580796471047188468930727439395725699602316661807902138449,Partial Literal
jockey for position,60697490208668854955609197651618058019161623832054021664922166828518166935332,Figurative+Literal
turn the screw,47013501373975320811658396918759850312232489092702924286223600000839455370749,Partial Literal
on the money,105193207295756988534415555000533041133239006833475278774038078631160091254539,Random
cross swords,86128500196067344229720541341086512304620009159899324972206053282628351756068,Random
